20151209231229,18.243.7.76,54887,18.102.214.15,5001,5,21.0-21.5,4849664,77594624
20151209231230,18.243.7.76,54887,18.102.214.15,5001,5,21.5-22.0,5898240,94371840
20151209231230,18.243.7.76,5001,18.102.214.15,34801,4,21.0-21.5,2250192,36003072
20151209231230,18.243.7.76,5001,18.102.214.15,34801,4,21.5-22.0,0,0
20151209231230,18.243.7.76,5001,18.102.214.15,34801,4,22.0-22.5,2875728,46011648
20151209231230,18.243.7.76,54887,18.102.214.15,5001,5,22.0-22.5,5636096,90177536
20151209231231,18.243.7.76,5001,18.102.214.15,34801,4,22.5-23.0,5732632,91722112
20151209231231,18.243.7.76,54887,18.102.214.15,5001,5,22.5-23.0,3801088,60817408
20151209231231,18.243.7.76,5001,18.102.214.15,34801,4,23.0-23.5,5765936,92254976
20151209231231,18.243.7.76,54887,18.102.214.15,5001,5,23.0-23.5,2883584,46137344
20151209231232,18.243.7.76,54887,18.102.214.15,5001,5,23.5-24.0,5242880,83886080
20151209231232,18.243.7.76,54887,18.102.214.15,5001,5,24.0-24.5,5898240,94371840
20151209231232,18.243.7.76,5001,18.102.214.15,34801,4,23.5-24.0,1488544,23816704
20151209231232,18.243.7.76,5001,18.102.214.15,34801,4,24.0-24.5,0,0
20151209231233,18.243.7.76,5001,18.102.214.15,34801,4,24.5-25.0,3525880,56414080
20151209231233,18.243.7.76,54887,18.102.214.15,5001,5,24.5-25.0,5242880,83886080
20151209231233,18.243.7.76,5001,18.102.214.15,34801,4,25.0-25.5,5736976,91791616
20151209231233,18.243.7.76,54887,18.102.214.15,5001,5,25.0-25.5,3670016,58720256
20151209231234,18.243.7.76,5001,18.102.214.15,34801,4,25.5-26.0,5748560,91976960
20151209231234,18.243.7.76,54887,18.102.214.15,5001,5,25.5-26.0,3407872,54525952
20151209231234,18.243.7.76,5001,18.102.214.15,34801,4,26.0-26.5,4881208,78099328
20151209231234,18.243.7.76,54887,18.102.214.15,5001,5,26.0-26.5,4718592,75497472
20151209231235,18.243.7.76,5001,18.102.214.15,34801,4,26.5-27.0,5718152,91490432
20151209231235,18.243.7.76,54887,18.102.214.15,5001,5,26.5-27.0,4194304,67108864
20151209231235,18.243.7.76,5001,18.102.214.15,34801,4,27.0-27.5,5757248,92115968
20151209231235,18.243.7.76,54887,18.102.214.15,5001,5,27.0-27.5,3145728,50331648
20151209231236,18.243.7.76,54887,18.102.214.15,5001,5,27.5-28.0,5767168,92274688
20151209231236,18.243.7.76,54887,18.102.214.15,5001,5,28.0-28.5,5898240,94371840
